Client sent,Wireshark get,Server get,Server reply,Wireshark server reply sent,Client read
1712182891941121896,1712182924236215296,1712182891943165016,1712182891943293113,1712182928236215296,1000
1712182891942285201,1712182936236215296,1712182891944645578,1712182891944649645,1712182939236215296,1712182891942678790
1712182891942684095,1712182946236215296,1712182891945989595,1712182891945993675,1712182949236215296,1000
1712182891943804207,1712182956236215296,1712182891947329024,1712182891947333189,1712182959236215296,1712182891944021815
1712182891944026478,1712182966236215296,1712182891948678476,1712182891948682636,1712182969236215296,1000
1712182891945146502,1712182976236215296,1712182891950019880,1712182891950023985,1712182978236215296,1712182891945362588
1712182891945367169,1712182986236215296,1712182891951355416,1712182891951359532,1712182988236215296,1000
1712182891946486387,1712182996236215296,1712182891952637892,1712182891952640294,1712182998236215296,1712182891946701594
1712182891946706386,1712183005236215296,1712182891953897961,1712182891953899801,1712183007236215296,1000
1712182891947826414,1712183014236215296,1712182891955212026,1712182891955216155,1712183016236215296,1712182891948053480
1712182891948058024,1712183024236215296,1712182891956546943,1712182891956551452,1712183026236215296,1000
1712182891949177597,1712183034236215296,1712182891957889115,1712182891957893202,1712183036236215296,1712182891949393086
1712182891949397633,1712183044236215296,1712182891959227127,1712182891959231278,1712183046236215296,1000
1712182891950516702,1712183054236215296,1712182891960548077,1712182891960552797,1712183056236215296,1712182891950727987
1712182891950732527,1712183064236215296,1712182891961891464,1712182891961895594,1712183066236215296,1000
1712182891951851669,1712183074236215296,1712182891963229320,1712182891963233455,1712183076236215296,1712182891951995048
1712182891951999493,1712183084236215296,1712182891964570552,1712182891964574653,1712183087236215296,1000
1712182891953118532,1712183094236215296,1712182891965906373,1712182891965910533,1712183096236215296,1712182891953250775
1712182891953255282,1712183104236215296,1712182891967240871,1712182891967245021,1712183106236215296,1000
1712182891954373959,1712183114236215296,1712182891968551178,1712182891968555695,1712183116236215296,1712182891954584419
1712182891954589085,1712183124236215296,1712182891969893265,1712182891969897430,1712183126236215296,1000
1712182891955708708,1712183134236215296,1712182891971231065,1712182891971235139,1712183136236215296,1712182891955923559
1712182891955928038,1712183144236215296,1712182891972554707,1712182891972559143,1712183147236215296,1000
1712182891957047358,1712183154236215296,1712182891973894379,1712182891973898508,1712183156236215296,1712182891957261454
1712182891957265889,1712183164236215296,1712182891975231419,1712182891975235498,1712183166236215296,1000
1712182891958385070,1712183174236215296,1712182891976575414,1712182891976579578,1712183176236215296,1712182891958599526
1712182891958604048,1712183184236215296,1712182891977913070,1712182891977917256,1712183186236215296,1000
1712182891959723322,1712183194236215296,1712182891979245746,1712182891979249853,1712183196236215296,1712182891959924768
1712182891959929397,1712183204236215296,1712182891980561936,1712182891980566439,1712183206236215296,1000
1712182891961048195,1712183214236215296,1712182891981902624,1712182891981906767,1712183216236215296,1712182891961263681
1712182891961268174,1712183224236215296,1712182891983239998,1712182891983244184,1712183226236215296,1000
1712182891962386933,1712183234236215296,1712182891984554887,1712182891984559032,1712183236236215296,1712182891962601701
1712182891962606459,1712183244236215296,1712182891985896618,1712182891985900723,1712183246236215296,1000
1712182891963725277,1712183254236215296,1712182891987233636,1712182891987237766,1712183256236215296,1712182891963945013
1712182891963949612,1712183264236215296,1712182891988559827,1712182891988563997,1712183266236215296,1000
1712182891965068503,1712183274236215296,1712182891989904169,1712182891989908277,1712183276236215296,1712182891965279207
1712182891965283782,1712183284236215296,1712182891991242981,1712182891991247084,1712183286236215296,1000
1712182891966402126,1712183294236215296,1712182891992559049,1712182891992563219,1712183296236215296,1712182891966613339
1712182891966617932,1712183304236215296,1712182891993898842,1712182891993902976,1712183306236215296,1000
1712182891967736202,1712183314236215296,1712182891995233804,1712182891995237964,1712183316236215296,1712182891967928078
1712182891967932584,1712183324236215296,1712182891996552697,1712182891996557177,1712183326236215296,1000
1712182891969051216,1712183334236215296,1712182891997832889,1712182891997835827,1712183336236215296,1712182891969265873
1712182891969270531,1712183343236215296,1712182891999123266,1712182891999127474,1712183345236215296,1000
1712182891970389060,1712183354236215296,1712182892000458111,1712182892000483301,1712183356236215296,1712182891970603821
1712182891970608304,1712183363236215296,1712182892001825336,1712182892001829425,1712183365236215296,1000
1712182891971726864,1712183373236215296,1712182892003158548,1712182892003162673,1712183375236215296,1712182891971930222
1712182891971934885,1712183383236215296,1712182892004507460,1712182892004511906,1712183385236215296,1000
1712182891973053680,1712183393236215296,1712182892005847563,1712182892005851751,1712183395236215296,1712182891973267048
1712182891973271754,1712183403236215296,1712182892007180718,1712182892007184884,1712183405236215296,1000
1712182891974389729,1712183413236215296,1712182892008551508,1712182892008555626,1712183416236215296,1712182891974604083
1712182891974608680,1712183423236215296,1712182892009893769,1712182892009897899,1712183425236215296,1000
1712182891975727169,1712183433236215296,1712182892011227564,1712182892011231743,1712183435236215296,1712182891975950910
1712182891975955551,1712183444236215296,1712182892012521940,1712182892012526164,1712183445236215296,1000
1712182891977074128,1712183453236215296,1712182892013874025,1712182892013878185,1712183455236215296,1712182891977285587
1712182891977290437,1712183463236215296,1712182892015209777,1712182892015213982,1712183465236215296,1000
1712182891978408782,1712183474236215296,1712182892016505481,1712182892016508028,1712183475236215296,1712182891978617677
1712182891978622316,1712183483236215296,1712182892017833566,1712182892017837758,1712183486236215296,1000
1712182891979740872,1712183493236215296,1712182892019222086,1712182892019226201,1712183495236215296,1712182891979937237
1712182891979941868,1712183503236215296,1712182892020546972,1712182892020551486,1712183505236215296,1000
1712182891981060227,1712183513236215296,1712182892021890258,1712182892021894395,1712183515236215296,1712182891981275052
1712182891981279661,1712183523236215296,1712182892023237406,1712182892023241548,1712183525236215296,1000
1712182891982397803,1712183533236215296,1712182892024548625,1712182892024553103,1712183535236215296,1712182891982612125
1712182891982616795,1712183543236215296,1712182892025890936,1712182892025895037,1712183545236215296,1000
1712182891983734935,1712183553236215296,1712182892027228144,1712182892027232258,1712183555236215296,1712182891983930479
1712182891983935232,1712183563236215296,1712182892028547984,1712182892028552675,1712183565236215296,1000
1712182891985054334,1712183573236215296,1712182892029890809,1712182892029894918,1712183575236215296,1712182891985269113
