Client sent,Wireshark get,Server get,Server reply,Wireshark server reply sent,Client read
1712182962301391516,1712182994383616512,1712182962303421582,1712182962303556439,1712182998383616512,1000
1712182962302554545,1712183006383616512,1712182962304925835,1712182962304929997,1712183009383616512,1712182962302953153
1712182962302966027,1712183016383616512,1712182962306272645,1712182962306276801,1712183019383616512,1000
1712182962304086558,1712183026383616512,1712182962307611939,1712182962307616071,1712183029383616512,1712182962304313464
1712182962304318095,1712183036383616512,1712182962308963927,1712182962308968047,1712183039383616512,1000
1712182962305437334,1712183046383616512,1712182962310302904,1712182962310306996,1712183048383616512,1712182962305656992
1712182962305661462,1712183056383616512,1712182962311637623,1712182962311641738,1712183058383616512,1000
1712182962306779441,1712183066383616512,1712182962312934714,1712182962312939288,1712183068383616512,1712182962306999030
1712182962307003678,1712183076383616512,1712182962314272696,1712182962314276818,1712183078383616512,1000
1712182962308122924,1712183086383616512,1712182962315610408,1712182962315614469,1712183088383616512,1712182962308347711
1712182962308352156,1712183096383616512,1712182962316956860,1712182962316961007,1712183099383616512,1000
1712182962309470614,1712183106383616512,1712182962318293688,1712182962318297740,1712183108383616512,1712182962309686660
1712182962309690993,1712183116383616512,1712182962319631405,1712182962319635507,1712183118383616512,1000
1712182962310809253,1712183126383616512,1712182962320980683,1712182962320984835,1712183129383616512,1712182962311024714
1712182962311029482,1712183136383616512,1712182962322318426,1712182962322322569,1712183138383616512,1000
1712182962312148073,1712183146383616512,1712182962323652552,1712182962323656773,1712183148383616512,1712182962312318845
1712182962312323183,1712183156383616512,1712182962324954963,1712182962324959210,1712183159383616512,1000
1712182962313441373,1712183166383616512,1712182962326292803,1712182962326296820,1712183168383616512,1712182962313656579
1712182962313660908,1712183176383616512,1712182962327629610,1712182962327633731,1712183178383616512,1000
1712182962314778928,1712183186383616512,1712182962328930655,1712182962328934820,1712183188383616512,1712182962314997768
1712182962315002446,1712183196383616512,1712182962330267832,1712182962330271983,1712183198383616512,1000
1712182962316121178,1712183206383616512,1712182962331603702,1712182962331607842,1712183208383616512,1712182962316341140
1712182962316345611,1712183216383616512,1712182962332902386,1712182962332906512,1712183218383616512,1000
1712182962317463636,1712183226383616512,1712182962334238283,1712182962334242420,1712183228383616512,1712182962317678012
1712182962317682567,1712183236383616512,1712182962335576253,1712182962335580428,1712183238383616512,1000
1712182962318800832,1712183246383616512,1712182962336923511,1712182962336927651,1712183249383616512,1712182962319021349
1712182962319026062,1712183256383616512,1712182962338257428,1712182962338261553,1712183258383616512,1000
1712182962320145927,1712183266383616512,1712182962339590665,1712182962339594814,1712183268383616512,1712182962320364863
1712182962320369376,1712183276383616512,1712182962340890876,1712182962340895037,1712183278383616512,1000
1712182962321487984,1712183286383616512,1712182962342229729,1712182962342233787,1712183288383616512,1712182962321702137
1712182962321706473,1712183296383616512,1712182962343566288,1712182962343570387,1712183298383616512,1000
1712182962322824869,1712183306383616512,1712182962344867407,1712182962344871548,1712183308383616512,1712182962323040920
1712182962323045675,1712183316383616512,1712182962346206141,1712182962346210251,1712183318383616512,1000
1712182962324164872,1712183326383616512,1712182962347543953,1712182962347548063,1712183328383616512,1712182962324339119
1712182962324343631,1712183336383616512,1712182962348841380,1712182962348845512,1712183338383616512,1000
1712182962325462005,1712183346383616512,1712182962350178827,1712182962350182922,1712183348383616512,1712182962325676317
1712182962325680756,1712183356383616512,1712182962351515460,1712182962351519660,1712183358383616512,1000
1712182962326799162,1712183366383616512,1712182962352817717,1712182962352821837,1712183368383616512,1712182962327017000
1712182962327021810,1712183376383616512,1712182962354151274,1712182962354155472,1712183378383616512,1000
1712182962328140652,1712183386383616512,1712182962355483951,1712182962355488118,1712183388383616512,1712182962328314349
1712182962328318775,1712183396383616512,1712182962356779006,1712182962356783158,1712183398383616512,1000
1712182962329436785,1712183406383616512,1712182962358118810,1712182962358122905,1712183408383616512,1712182962329651784
1712182962329656259,1712183416383616512,1712182962359454610,1712182962359458743,1712183418383616512,1000
1712182962330774122,1712183426383616512,1712182962360669069,1712182962360673292,1712183428383616512,1712182962330990120
