Client sent,Wireshark get,Server get,Server reply,Wireshark server reply sent,Client read
1711548848695751560,1711548881504164352,1711548848708607580,1711548848708736215,1711548885504164352,10000
1711548848705920178,1711548894504164352,1711548848719056016,1711548848719060325,1711548896504164352,1711548848706296883
1711548848706301853,1711548903504164352,1711548848729371059,1711548848729375319,1711548906504164352,10000
1711548848716421662,1711548913504164352,1711548848739687646,1711548848739692009,1711548916504164352,1711548848716610663
1711548848716615337,1711548923504164352,1711548848749987921,1711548848749992181,1711548926504164352,10000
1711548848726734847,1711548933504164352,1711548848760290101,1711548848760294790,1711548935504164352,1711548848726925652
1711548848726930159,1711548943504164352,1711548848770592128,1711548848770596454,1711548945504164352,10000
1711548848737050064,1711548953504164352,1711548848780907795,1711548848780912008,1711548955504164352,1711548848737242106
1711548848737246724,1711548964504164352,1711548848791222107,1711548848791226356,1711548965504164352,10000
1711548848747365583,1711548973504164352,1711548848801540034,1711548848801544824,1711548975504164352,1711548848747544894
1711548848747549344,1711548983504164352,1711548848811862815,1711548848811867560,1711548985504164352,10000
1711548848757668253,1711548993504164352,1711548848822185281,1711548848822189571,1711548995504164352,1711548848757847143
1711548848757851610,1711549003504164352,1711548848832506229,1711548848832510474,1711549005504164352,10000
1711548848767970615,1711549013504164352,1711548848842825819,1711548848842830570,1711549015504164352,1711548848768148254
1711548848768152715,1711549023504164352,1711548848853143556,1711548848853149006,1711549025504164352,10000
1711548848778271621,1711549033504164352,1711548848863459713,1711548848863464442,1711549035504164352,1711548848778463823
1711548848778468343,1711549043504164352,1711548848873776759,1711548848873782766,1711549045504164352,10000
1711548848788587640,1711549053504164352,1711548848884102250,1711548848884107580,1711549055504164352,1711548848788778656
1711548848788783117,1711549063504164352,1711548848894418746,1711548848894424112,1711549065504164352,10000
1711548848798902379,1711549073504164352,1711548848904739198,1711548848904745235,1711549075504164352,1711548848799098597
1711548848799103374,1711549083504164352,1711548848915060085,1711548848915066034,1711549085504164352,10000
1711548848809223367,1711549093504164352,1711548848925379530,1711548848925384898,1711549095504164352,1711548848809421323
1711548848809425961,1711549103504164352,1711548848935697828,1711548848935703532,1711549105504164352,10000
1711548848819545445,1711549113504164352,1711548848946018271,1711548848946023725,1711549115504164352,1711548848819742813
1711548848819747265,1711549123504164352,1711548848956336147,1711548848956342014,1711549125504164352,10000
1711548848829866647,1711549133504164352,1711548848966654102,1711548848966659987,1711549135504164352,1711548848830064286
1711548848830068763,1711549143504164352,1711548848976976974,1711548848976982599,1711549145504164352,10000
1711548848840187951,1711549153504164352,1711548848987297271,1711548848987302682,1711549155504164352,1711548848840385339
1711548848840389898,1711549163504164352,1711548848997602051,1711548848997607943,1711549165504164352,10000
1711548848850508880,1711549173504164352,1711548849007951240,1711548849007955507,1711549175504164352,1711548848850701991
1711548848850706451,1711549183504164352,1711548849018300302,1711548849018304740,1711549185504164352,10000
1711548848860825052,1711549193504164352,1711548849028648885,1711548849028653178,1711549195504164352,1711548848861017670
1711548848861022233,1711549203504164352,1711548849038993674,1711548849038997981,1711549205504164352,10000
1711548848871140898,1711549213504164352,1711548849049340423,1711548849049344856,1711549215504164352,1711548848871336412
1711548848871340944,1711549223504164352,1711548849059694905,1711548849059699159,1711549225504164352,10000
1711548848881460067,1711549233504164352,1711548849070043006,1711548849070047302,1711549235504164352,1711548848881661514
1711548848881666142,1711549243504164352,1711548849080391941,1711548849080396238,1711549245504164352,10000
1711548848891785355,1711549253504164352,1711548849090738431,1711548849090742691,1711549255504164352,1711548848891980030
1711548848891984671,1711549263504164352,1711548849101086706,1711548849101091030,1711549265504164352,10000
1711548848902103165,1711549273504164352,1711548849111435981,1711548849111440324,1711549275504164352,1711548848902298817
1711548848902303280,1711549283504164352,1711548849121786738,1711548849121791050,1711549285504164352,10000
1711548848912421822,1711549293504164352,1711548849132132788,1711548849132137098,1711549295504164352,1711548848912619951
1711548848912624400,1711549303504164352,1711548849142478919,1711548849142483235,1711549305504164352,10000
1711548848922743073,1711549313504164352,1711548849152826042,1711548849152830376,1711549315504164352,1711548848922938732
1711548848922943195,1711549323504164352,1711548849163176765,1711548849163181059,1711549325504164352,10000
1711548848933062429,1711549333504164352,1711548849173527983,1711548849173532276,1711549335504164352,1711548848933256790
1711548848933261364,1711549343504164352,1711548849183877513,1711548849183881814,1711549345504164352,10000
1711548848943380363,1711549353504164352,1711548849194223713,1711548849194227993,1711549355504164352,1711548848943577436
1711548848943581962,1711549363504164352,1711548849204570833,1711548849204575066,1711549365504164352,10000
1711548848953701133,1711549373504164352,1711548849214921175,1711548849214925435,1711549375504164352,1711548848953896019
1711548848953900541,1711549383504164352,1711548849225271562,1711548849225275971,1711549385504164352,10000
1711548848964019862,1711549393504164352,1711548849235589194,1711548849235593482,1711549395504164352,1711548848964213707
1711548848964218305,1711549403504164352,1711548849245938207,1711548849245942478,1711549405504164352,10000
1711548848974337687,1711549413504164352,1711548849256282457,1711548849256286768,1711549415504164352,1711548848974538058
1711548848974542576,1711549423504164352,1711548849266628698,1711548849266632985,1711549425504164352,10000
1711548848984661087,1711549433504164352,1711548849276973631,1711548849276977905,1711549435504164352,1711548848984856410
1711548848984861101,1711549443504164352,1711548849287321383,1711548849287325681,1711549446504164352,10000
1711548848994965992,1711549453504164352,1711548849297722551,1711548849297726836,1711549455504164352,1711548848995162101
1711548848995166573,1711549463504164352,1711548849308068558,1711548849308072871,1711549465504164352,10000
1711548849005285298,1711549473504164352,1711548849318414664,1711548849318418917,1711549475504164352,1711548849005510270
1711548849005514942,1711549483504164352,1711548849328761231,1711548849328765464,1711549485504164352,10000
1711548849015633587,1711549493504164352,1711548849339107992,1711548849339112287,1711549495504164352,1711548849015858630
1711548849015863101,1711549503504164352,1711548849349452725,1711548849349457074,1711549505504164352,10000
1711548849025981874,1711549513504164352,1711548849359799721,1711548849359804032,1711549515504164352,1711548849026207083
1711548849026211648,1711549523504164352,1711548849370144125,1711548849370148375,1711549525504164352,10000
1711548849036330155,1711549533504164352,1711548849380507266,1711548849380512230,1711549535504164352,1711548849036552025
1711548849036556611,1711549543504164352,1711548849390859249,1711548849390863553,1711549545504164352,10000
1711548849046675616,1711549553504164352,1711548849401204773,1711548849401209114,1711549555504164352,1711548849046899120
1711548849046903707,1711549563504164352,1711548849411551608,1711548849411555908,1711549565504164352,10000
1711548849057023125,1711549574504164352,1711548849421897924,1711548849421902184,1711549576504164352,1711548849057253161
1711548849057257890,1711549584504164352,1711548849432243681,1711548849432247974,1711549586504164352,10000
1711548849067376516,1711549594504164352,1711548849442591714,1711548849442596018,1711549596504164352,1711548849067601486
1711548849067605987,1711549604504164352,1711548849452942435,1711548849452946672,1711549606504164352,10000
1711548849077724440,1711549614504164352,1711548849463287222,1711548849463291521,1711549616504164352,1711548849077950370
