Client sent,Wireshark get,Server get,Server reply,Wireshark server reply sent,Client read
1712098885467153216,1712098918315551232,1712098885468330629,1712098885468480054,1712098921315551232,1000
1712098885468321100,1712098928315551232,1712098885469833072,1712098885469837112,1712098930315551232,1712098885468740013
1712098885468745074,1712098937315551232,1712098885471183255,1712098885471187441,1712098939315551232,1000
1712098885469864792,1712098945315551232,1712098885472531237,1712098885472535252,1712098947315551232,1712098885470081026
1712098885470085660,1712098955315551232,1712098885473886452,1712098885473890552,1712098957315551232,1000
1712098885471210493,1712098963315551232,1712098885475227385,1712098885475231495,1712098965315551232,1712098885471431737
1712098885471436429,1712098973315551232,1712098885476589304,1712098885476593461,1712098975315551232,1000
1712098885472555814,1712098982315551232,1712098885477938166,1712098885477942192,1712098984315551232,1712098885472776371
1712098885472785846,1712098990315551232,1712098885479286693,1712098885479290773,1712098992315551232,1000
1712098885473905040,1712098999315551232,1712098885480596786,1712098885480600882,1712099001315551232,1712098885474132033
1712098885474136595,1712099007315551232,1712098885481933209,1712098885481937350,1712099009315551232,1000
1712098885475256217,1712099016315551232,1712098885483284635,1712098885483288739,1712099018315551232,1712098885475474702
1712098885475485748,1712099024315551232,1712098885484598245,1712098885484602320,1712099027315551232,1000
1712098885476605623,1712099033315551232,1712098885485939400,1712098885485943515,1712099035315551232,1712098885476839289
1712098885476843851,1712099041315551232,1712098885487288373,1712098885487292473,1712099043315551232,1000
1712098885477965952,1712099050315551232,1712098885488641984,1712098885488646064,1712099052315551232,1712098885478183018
1712098885478187450,1712099058315551232,1712098885489988442,1712098885489992609,1712099060315551232,1000
1712098885479306171,1712099067315551232,1712098885491340020,1712098885491344206,1712099069315551232,1712098885479536158
1712098885479540709,1712099075315551232,1712098885492643864,1712098885492648025,1712099077315551232,1000
1712098885480662275,1712099084315551232,1712098885493990158,1712098885493994259,1712099086315551232,1712098885480841912
1712098885480846360,1712099092315551232,1712098885495341270,1712098885495345505,1712099094315551232,1000
1712098885481965287,1712099101315551232,1712098885496692736,1712098885496696845,1712099103315551232,1712098885482178161
1712098885482182592,1712099109315551232,1712098885498028758,1712098885498032910,1712099111315551232,1000
1712098885483306958,1712099118315551232,1712098885499379356,1712098885499383465,1712099120315551232,1712098885483532470
1712098885483536983,1712099126315551232,1712098885500681057,1712098885500685203,1712099128315551232,1000
1712098885484656049,1712099135315551232,1712098885502023357,1712098885502027462,1712099137315551232,1712098885484843160
1712098885484847717,1712099143315551232,1712098885503363182,1712098885503367415,1712099145315551232,1000
1712098885485968170,1712099153315551232,1712098885504714898,1712098885504718988,1712099156315551232,1712098885486184440
1712098885486188926,1712099162315551232,1712098885506049396,1712098885506053521,1712099164315551232,1000
