Client sent,Wireshark get,Server get,Server reply,Wireshark server reply sent,Client read
1711548231312131005,1711548272152130560,1711548231315232561,1711548231315347275,1711548276152130560,1000
1711548231313262925,1711548284152130560,1711548231316559780,1711548231316561679,1711548287152130560,1711548231313508163
1711548231313513828,1711548294152130560,1711548231317756097,1711548231317757721,1711548296152130560,1000
1711548231314633691,1711548304152130560,1711548231318950204,1711548231318951819,1711548306152130560,1711548231314707445
1711548231314712175,1711548314152130560,1711548231320140113,1711548231320141706,1711548316152130560,1000
1711548231315832257,1711548324152130560,1711548231321333954,1711548231321335540,1711548326152130560,1711548231315903361
1711548231315908074,1711548334152130560,1711548231322526073,1711548231322527638,1711548336152130560,1000
1711548231317027522,1711548344152130560,1711548231323716234,1711548231323717791,1711548346152130560,1711548231317093980
1711548231317098715,1711548354152130560,1711548231324894126,1711548231324895695,1711548356152130560,1000
1711548231318216927,1711548364152130560,1711548231326087605,1711548231326089204,1711548366152130560,1711548231318283110
1711548231318287750,1711548374152130560,1711548231327284863,1711548231327286443,1711548376152130560,1000
1711548231319406228,1711548384152130560,1711548231328476679,1711548231328478254,1711548386152130560,1711548231319480431
1711548231319485213,1711548394152130560,1711548231329667946,1711548231329669645,1711548396152130560,1000
1711548231320603807,1711548404152130560,1711548231330858193,1711548231330859769,1711548406152130560,1711548231320669843
1711548231320674659,1711548414152130560,1711548231332044413,1711548231332045983,1711548416152130560,1000
1711548231321793042,1711548424152130560,1711548231333236868,1711548231333238634,1711548426152130560,1711548231321858829
1711548231321863625,1711548434152130560,1711548231334430482,1711548231334432066,1711548436152130560,1000
1711548231322967391,1711548444152130560,1711548231335617852,1711548231335619412,1711548446152130560,1711548231323040452
1711548231323045163,1711548454152130560,1711548231336809241,1711548231336810842,1711548456152130560,1000
1711548231324164454,1711548466152130560,1711548231338009127,1711548231338010728,1711548468152130560,1711548231324231289
1711548231324236053,1711548476152130560,1711548231339199356,1711548231339200949,1711548478152130560,1000
1711548231325355056,1711548486152130560,1711548231340383899,1711548231340385450,1711548488152130560,1711548231325427517
1711548231325432243,1711548496152130560,1711548231341574926,1711548231341576526,1711548498152130560,1000
1711548231326551232,1711548506152130560,1711548231342764637,1711548231342766225,1711548508152130560,1711548231326619786
1711548231326624370,1711548516152130560,1711548231343951900,1711548231343953476,1711548518152130560,1000
1711548231327743818,1711548526152130560,1711548231345143623,1711548231345145198,1711548528152130560,1711548231327814001
1711548231327818715,1711548536152130560,1711548231346331221,1711548231346332787,1711548538152130560,1000
1711548231328937977,1711548546152130560,1711548231347516893,1711548231347518473,1711548548152130560,1711548231329001035
1711548231329005618,1711548556152130560,1711548231348707381,1711548231348708961,1711548558152130560,1000
1711548231330124638,1711548566152130560,1711548231349895769,1711548231349897335,1711548568152130560,1711548231330187000
1711548231330191602,1711548576152130560,1711548231351085896,1711548231351087470,1711548578152130560,1000
1711548231331310563,1711548586152130560,1711548231352270633,1711548231352272209,1711548588152130560,1711548231331384496
1711548231331389279,1711548596152130560,1711548231353462367,1711548231353463965,1711548598152130560,1000
1711548231332508240,1711548606152130560,1711548231354652483,1711548231354654052,1711548608152130560,1711548231332573401
1711548231332578100,1711548616152130560,1711548231355838634,1711548231355840229,1711548618152130560,1000
1711548231333696614,1711548626152130560,1711548231357030290,1711548231357031850,1711548628152130560,1711548231333760496
1711548231333765070,1711548636152130560,1711548231358221210,1711548231358222789,1711548638152130560,1000
1711548231334883309,1711548646152130560,1711548231359408514,1711548231359410112,1711548648152130560,1711548231334953576
1711548231334968475,1711548656152130560,1711548231360599125,1711548231360600756,1711548658152130560,1000
1711548231336087830,1711548666152130560,1711548231361787763,1711548231361789349,1711548668152130560,1711548231336155052
1711548231336159762,1711548676152130560,1711548231362977835,1711548231362979410,1711548678152130560,1000
1711548231337277860,1711548686152130560,1711548231364162998,1711548231364164567,1711548688152130560,1711548231337342112
1711548231337346706,1711548696152130560,1711548231365353039,1711548231365354639,1711548698152130560,1000
1711548231338465193,1711548706152130560,1711548231366544483,1711548231366546059,1711548708152130560,1711548231338526552
1711548231338531126,1711548716152130560,1711548231367731089,1711548231367732689,1711548718152130560,1000
1711548231339650385,1711548726152130560,1711548231368892193,1711548231368893748,1711548728152130560,1711548231339720620
1711548231339725338,1711548736152130560,1711548231370083398,1711548231370084954,1711548738152130560,1000
1711548231340843957,1711548746152130560,1711548231371269752,1711548231371271335,1711548748152130560,1711548231340907421
1711548231340912192,1711548756152130560,1711548231372455420,1711548231372457023,1711548758152130560,1000
1711548231342030423,1711548766152130560,1711548231373656616,1711548231373658197,1711548768152130560,1711548231342094333
1711548231342098856,1711548776152130560,1711548231374845633,1711548231374847208,1711548778152130560,1000
1711548231343217054,1711548786152130560,1711548231376030932,1711548231376032588,1711548788152130560,1711548231343289398
