--------------------------------------------------------------------------
Intel(R) SoC Watch for Linux* OS Version 2023.4.0 [Aug 14 2023]
Build Ref: d424b1e6d9128f442fdc901a2f7f09e75671d271
Post Processed using SoC Watch for Linux* OS Version 2023.4.0 [Aug 14 2023]
Post Processed Build Ref: d424b1e6d9128f442fdc901a2f7f09e75671d271
Copyright (c) 2023 Intel Corporation. All Rights Reserved.
Platform power analysis tool for use with Intel processors/chipsets/platforms.
*Other names and brands may be claimed as the property of others. 
--------------------------------------------------------------------------

Command line options: -f cpu-cstate -m -r int -o TRACE_FIXED_C6_ENABLED_SMT_DISABLED/State=enable/fixed/Pre-req=false/Pre-req-interval=100/Sleep=10000/Warmup-requests=0//Socwatch 

Program Started: N/A
Data Collection Started: 2024-04-02 23:03:44 GMT 
Nano Clock Frequency (MHz): 1000 
CPU Base Operating Frequency (MHz): 2200
Collection duration (sec): 0.0897382
Collection begin timestamp: 1712099024718602841
Collection end timestamp: 1712099024808031373

System Name: node0.inter2-no-c220.ucy-cs499-dc-pg0.wisc.cloudlab.us
Operating System: Linux [5.15.0-86-generic]
CPU: Skylake Server
CPU ID (family.model.stepping): 0x6.0x55.0x4
Platform ID: 0b000
Integrated GPU Device: NA
EDRAM Present: No 
Total # of packages: 2 
Total # of cores: 20 
Total # of logical processors: 20

WARNING: unsupported PCH detected: 0xa1c1

Package C-State - CPU/Package_0
Sample #, Continuous Time (ms), C-State, Duration (ms)
      17,                 2.03,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      18,                 2.05,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      19,                 2.07,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      20,                 2.10,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.04
      21,                 2.15,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.05
      22,                 2.18,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.03
      23,                 2.22,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.03
      24,                 2.23,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      25,                 2.26,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.03
      26,                 2.28,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      27,                 2.35,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.07
      28,                 2.39,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.03
      29,                 2.40,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      30,                 2.42,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      31,                 2.46,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.04
      32,                 3.04,         UNKNOWN, n/a,     n/a,    n/a,    n/a,     n/a,          0.58
      33,                 3.18,         UNKNOWN, n/a,     n/a,    n/a,    n/a,     n/a,          0.14
      34,                 3.31,         UNKNOWN, n/a,     n/a,    n/a,    n/a,     n/a,          0.14
      35,                 4.05,           TIMER, n/a,      -1,     -1,    n/a, unknown,          0.74
      36,                 4.81,           TIMER, n/a,      -1,     -1,    n/a, unknown,          0.75
      37,                 8.83,           TIMER, n/a,      -1,     -1,    n/a, unknown,          4.02
      38,                31.76,         UNKNOWN, n/a,     n/a,    n/a,    n/a,     n/a,         22.94
      39,                33.85,           TIMER, n/a,      -1,     -1,    n/a, unknown,          2.09
      40,                36.82,           TIMER, n/a,      -1,     -1,    n/a, unknown,          2.97
      41,                40.35,           TIMER, n/a,      -1,     -1,    n/a, unknown,          3.52
      42,                44.83,           TIMER, n/a,      -1,     -1,    n/a, unknown,          4.48
      43,                48.83,           TIMER, n/a,      -1,     -1,    n/a, unknown,          4.00
      44,                52.82,           TIMER, n/a,      -1,     -1,    n/a, unknown,          3.99
      45,                56.82,           TIMER, n/a,      -1,     -1,    n/a, unknown,          4.00
      46,                60.83,           TIMER, n/a,      -1,     -1,    n/a, unknown,          4.01
      47,                64.83,           TIMER, n/a,      -1,     -1,    n/a, unknown,          3.99
      48,                68.82,           TIMER, n/a,      -1,     -1,    n/a, unknown,          4.00
      49,                70.61,         UNKNOWN, n/a,     n/a,    n/a,    n/a,     n/a,          1.79
      50,                87.21,         UNKNOWN, n/a,     n/a,    n/a,    n/a,     n/a,         16.60

Wakeups - CPU/Package_1/Die_0/Core_2
Sample #, Continuous Time (ms), Wakeup Category, IRQ, Process, Thread, Source,    Name, Duration (ms)
       1,                 1.82,           TIMER, n/a,      -1,     -1,    n/a, unknown,          1.82
       2,                64.82,           TIMER, n/a,      -1,     -1,    n/a, unknown,         63.00
       3,                68.44,           TIMER, n/a,      -1,     -1,    n/a, unknown,          3.61
       4,                89.01,         UNKNOWN, n/a,     n/a,    n/a,    n/a,     n/a,         20.57

Wakeups - CPU/Package_1/Die_0/Core_3
Sample #, Continuous Time (ms), Wakeup Category, IRQ, Process, Thread, Source,    Name, Duration (ms)
       1,                 1.33,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          1.33
       2,                 1.54,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.21
       3,                 1.62,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.08
       4,                 1.64,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
       5,                 1.65,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.01
       6,                 1.72,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.06
       7,                 1.74,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
       8,                 1.75,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
       9,                 1.78,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.03
      10,                 1.80,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      11,                 1.82,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      12,                 1.84,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      13,                 1.88,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.04
      14,                 1.90,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      15,                 1.93,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.03
      16,                 2.01,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.08
      17,                 2.03,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      18,                 2.08,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.05
      19,                 2.26,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.18
      20,                 2.29,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.03
      21,                 2.30,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      22,                 2.32,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      23,                 2.37,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.05
      24,                 2.48,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.11
      25,                 2.58,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.10
      26,                 2.61,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.03
      27,                 2.67,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.07
      28,                 2.80,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.12
      29,                 2.84,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.04
      30,                 2.86,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      31,                 2.87,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      32,                 2.97,         UNKNOWN, n/a,     n/a,    n/a,    n/a,     n/a,          0.10
      33,                 3.02,         UNKNOWN, n/a,     n/a,    n/a,    n/a,     n/a,          0.04
      34,                 3.06,         UNKNOWN, n/a,     n/a,    n/a,    n/a,     n/a,          0.05
      35,                 3.12,         UNKNOWN, n/a,     n/a,    n/a,    n/a,     n/a,          0.06
      36,                 4.83,           TIMER, n/a,      -1,     -1,    n/a, unknown,          1.71
      37,                 8.82,           TIMER, n/a,      -1,     -1,    n/a, unknown,          4.00
      38,                11.30,         UNKNOWN, n/a,     n/a,    n/a,    n/a,     n/a,          2.47
      39,                12.83,           TIMER, n/a,      -1,     -1,    n/a, unknown,          1.53
      40,                16.83,           TIMER, n/a,      -1,     -1,    n/a, unknown,          4.00
      41,                18.95,         UNKNOWN, n/a,     n/a,    n/a,    n/a,     n/a,          2.12
      42,                26.71,         UNKNOWN, n/a,     n/a,    n/a,    n/a,     n/a,          7.76
      43,                29.85,           TIMER, n/a,      -1,     -1,    n/a, unknown,          3.14
      44,                32.12,         UNKNOWN, n/a,     n/a,    n/a,    n/a,     n/a,          2.27
      45,                33.85,           TIMER, n/a,      -1,     -1,    n/a, unknown,          1.73
      46,                34.79,           TIMER, n/a,      -1,     -1,    n/a, unknown,          0.93
      47,                40.79,           TIMER, n/a,      -1,     -1,    n/a, unknown,          6.00
      48,                44.83,           TIMER, n/a,      -1,     -1,    n/a, unknown,          4.04
      49,                48.82,           TIMER, n/a,      -1,     -1,    n/a, unknown,          3.99
      50,                52.83,           TIMER, n/a,      -1,     -1,    n/a, unknown,          4.01
      51,                56.82,           TIMER, n/a,      -1,     -1,    n/a, unknown,          3.99
      52,                60.83,           TIMER, n/a,      -1,     -1,    n/a, unknown,          4.01
      53,                64.83,           TIMER, n/a,      -1,     -1,    n/a, unknown,          3.99
      54,                68.83,           TIMER, n/a,      -1,     -1,    n/a, unknown,          4.01
      55,                70.44,         UNKNOWN, n/a,     n/a,    n/a,    n/a,     n/a,          1.61
      56,                72.83,           TIMER, n/a,      -1,     -1,    n/a, unknown,          2.39
      57,                76.83,           TIMER, n/a,      -1,     -1,    n/a, unknown,          4.00
      58,                80.83,           TIMER, n/a,      -1,     -1,    n/a, unknown,          4.00
      59,                84.82,           TIMER, n/a,      -1,     -1,    n/a, unknown,          3.99
      60,                87.20,         UNKNOWN, n/a,     n/a,    n/a,    n/a,     n/a,          2.38

Wakeups - CPU/Package_1/Die_0/Core_4
Sample #, Continuous Time (ms), Wakeup Category, IRQ, Process, Thread, Source,    Name, Duration (ms)
       1,                 1.34,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          1.34
       2,                 1.57,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.23
       3,                 1.62,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.05
       4,                 1.64,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
       5,                 1.72,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.08
       6,                 1.84,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.12
       7,                 1.90,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.06
       8,                 1.93,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.03
       9,                 1.98,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.05
      10,                 2.00,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      11,                 2.01,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      12,                 2.03,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      13,                 2.06,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.03
      14,                 2.08,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      15,                 2.13,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.06
      16,                 2.69,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.56
      17,                 2.72,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.03
      18,                 2.74,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      19,                 2.79,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.05
      20,                 2.84,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.05
      21,                 4.82,           TIMER, n/a,      -1,     -1,    n/a, unknown,          1.98
      22,                 8.82,           TIMER, n/a,      -1,     -1,    n/a, unknown,          4.00
      23,                12.83,           TIMER, n/a,      -1,     -1,    n/a, unknown,          4.01
      24,                16.84,           TIMER, n/a,      -1,     -1,    n/a, unknown,          4.00
      25,                20.82,           TIMER, n/a,      -1,     -1,    n/a, unknown,          3.99
      26,                24.84,           TIMER, n/a,      -1,     -1,    n/a, unknown,          4.01
      27,                28.83,           TIMER, n/a,      -1,     -1,    n/a, unknown,          3.99
      28,                32.43,         UNKNOWN, n/a,     n/a,    n/a,    n/a,     n/a,          3.60
      29,                33.85,           TIMER, n/a,      -1,     -1,    n/a, unknown,          1.42
      30,                36.83,           TIMER, n/a,      -1,     -1,    n/a, unknown,          2.98
      31,                40.82,           TIMER, n/a,      -1,     -1,    n/a, unknown,          3.99
      32,                41.94,         UNKNOWN, n/a,     n/a,    n/a,    n/a,     n/a,          1.12
      33,                44.84,           TIMER, n/a,      -1,     -1,    n/a, unknown,          2.89
      34,                46.38,         UNKNOWN, n/a,     n/a,    n/a,    n/a,     n/a,          1.54
      35,                48.83,           TIMER, n/a,      -1,     -1,    n/a, unknown,          2.45
      36,                52.82,           TIMER, n/a,      -1,     -1,    n/a, unknown,          3.99
      37,                56.83,           TIMER, n/a,      -1,     -1,    n/a, unknown,          4.01
      38,                60.84,           TIMER, n/a,      -1,     -1,    n/a, unknown,          4.01
      39,                64.82,           TIMER, n/a,      -1,     -1,    n/a, unknown,          3.99
      40,                68.83,           TIMER, n/a,      -1,     -1,    n/a, unknown,          4.01
      41,                70.42,         UNKNOWN, n/a,     n/a,    n/a,    n/a,     n/a,          1.59
      42,                71.92,         UNKNOWN, n/a,     n/a,    n/a,    n/a,     n/a,          1.50
      43,                73.85,           TIMER, n/a,      -1,     -1,    n/a, unknown,          1.93
      44,                87.21,         UNKNOWN, n/a,     n/a,    n/a,    n/a,     n/a,         13.36

Wakeups - CPU/Package_1/Die_0/Core_8
Sample #, Continuous Time (ms), Wakeup Category, IRQ, Process, Thread, Source,    Name, Duration (ms)
       1,                 1.32,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          1.32
       2,                 1.54,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.22
       3,                 1.57,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.03
       4,                 1.62,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.05
       5,                 1.64,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
       6,                 1.69,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.05
       7,                 1.72,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.03
       8,                 1.74,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
       9,                 1.79,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.05
      10,                 1.82,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.03
      11,                 1.84,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.03
      12,                 1.88,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.03
      13,                 1.90,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      14,                 1.93,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.03
      15,                 1.96,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.04
      16,                 2.01,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.05
      17,                 2.03,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      18,                 2.05,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      19,                 2.07,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      20,                 2.10,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.04
      21,                 2.12,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      22,                 2.14,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      23,                 2.19,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.05
      24,                 2.26,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.07
      25,                 2.28,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      26,                 2.30,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      27,                 2.35,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.05
      28,                 2.39,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.03
      29,                 2.40,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      30,                 2.42,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      31,                 2.46,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.04
      32,                 2.48,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      33,                 2.49,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      34,                 2.51,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      35,                 2.54,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.03
      36,                 2.58,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.03
      37,                 2.61,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.03
      38,                 2.64,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.03
      39,                 2.68,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.05
      40,                 2.70,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      41,                 2.72,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      42,                 2.75,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.04
      43,                 2.77,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      44,                 2.79,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      45,                 2.84,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.05
      46,                 2.86,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      47,                 2.89,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.03
      48,                32.72,           TIMER, n/a,      -1,     -1,    n/a, unknown,         29.83
      49,                34.13,         UNKNOWN, n/a,     n/a,    n/a,    n/a,     n/a,          1.42
      50,                34.23,         UNKNOWN, n/a,     n/a,    n/a,    n/a,     n/a,          0.09
      51,                34.27,         UNKNOWN, n/a,     n/a,    n/a,    n/a,     n/a,          0.04
      52,                34.32,         UNKNOWN, n/a,     n/a,    n/a,    n/a,     n/a,          0.05
      53,                36.83,           TIMER, n/a,      -1,     -1,    n/a, unknown,          2.52
      54,                38.58,           TIMER, n/a,      -1,     -1,    n/a, unknown,          1.75
      55,                44.82,           TIMER, n/a,      -1,     -1,    n/a, unknown,          6.24
      56,                48.82,           TIMER, n/a,      -1,     -1,    n/a, unknown,          4.01
      57,                52.82,           TIMER, n/a,      -1,     -1,    n/a, unknown,          4.00
      58,                56.82,           TIMER, n/a,      -1,     -1,    n/a, unknown,          4.00
      59,                60.83,           TIMER, n/a,      -1,     -1,    n/a, unknown,          4.01
      60,                64.82,           TIMER, n/a,      -1,     -1,    n/a, unknown,          3.99
      61,                68.72,           TIMER, n/a,      -1,     -1,    n/a, unknown,          3.89
      62,                70.89,         UNKNOWN, n/a,     n/a,    n/a,    n/a,     n/a,          2.17
      63,                72.63,         UNKNOWN, n/a,     n/a,    n/a,    n/a,     n/a,          1.74
      64,                73.85,           TIMER, n/a,      -1,     -1,    n/a, unknown,          1.22
      65,                76.82,           TIMER, n/a,      -1,     -1,    n/a, unknown,          2.97
      66,                80.83,           TIMER, n/a,      -1,     -1,    n/a, unknown,          4.01
      67,                84.82,           TIMER, n/a,      -1,     -1,    n/a, unknown,          3.99
      68,                87.21,         UNKNOWN, n/a,     n/a,    n/a,    n/a,     n/a,          2.39

Wakeups - CPU/Package_1/Die_0/Core_9
Sample #, Continuous Time (ms), Wakeup Category, IRQ, Process, Thread, Source,    Name, Duration (ms)
       1,                 1.33,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          1.33
       2,                 1.54,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.21
       3,                 1.62,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.08
       4,                 1.64,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
       5,                 1.65,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
       6,                 1.69,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.03
       7,                 1.70,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
       8,                 1.72,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
       9,                 1.77,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.05
      10,                 1.78,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      11,                 1.82,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.03
      12,                 1.84,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.03
      13,                 1.88,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.03
      14,                 1.90,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      15,                 1.93,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.03
      16,                 1.95,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      17,                 1.98,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.03
      18,                 2.02,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.03
      19,                 2.03,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      20,                 2.05,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      21,                 2.07,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      22,                 2.10,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.03
      23,                 2.12,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      24,                 2.15,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.03
      25,                 2.17,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      26,                 2.26,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.09
      27,                 2.28,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      28,                 2.30,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      29,                 2.33,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.03
      30,                 2.37,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.03
      31,                 2.38,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      32,                 2.40,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      33,                 2.42,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      34,                 2.46,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.04
      35,                 2.48,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      36,                 2.49,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      37,                 2.51,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      38,                 2.56,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.05
      39,                 2.58,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      40,                 2.59,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      41,                 2.64,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.04
      42,                 2.69,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.05
      43,                 2.70,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.01
      44,                 2.72,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      45,                 2.75,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.04
      46,                 2.77,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      47,                 2.79,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      48,                 2.81,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      49,                 2.84,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.03
      50,                 2.86,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      51,                 2.91,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.05
      52,                 3.10,         UNKNOWN, n/a,     n/a,    n/a,    n/a,     n/a,          0.19
      53,                 4.36,         UNKNOWN, n/a,     n/a,    n/a,    n/a,     n/a,          1.26
      54,                33.03,         UNKNOWN, n/a,     n/a,    n/a,    n/a,     n/a,         28.67
      55,                36.83,           TIMER, n/a,      -1,     -1,    n/a, unknown,          3.81
      56,                39.33,           TIMER, n/a,      -1,     -1,    n/a, unknown,          2.49
      57,                45.86,           TIMER, n/a,      -1,     -1,    n/a, unknown,          6.53
      58,                48.83,           TIMER, n/a,      -1,     -1,    n/a, unknown,          2.96
      59,                52.82,           TIMER, n/a,      -1,     -1,    n/a, unknown,          4.00
      60,                56.82,           TIMER, n/a,      -1,     -1,    n/a, unknown,          4.00
      61,                60.83,           TIMER, n/a,      -1,     -1,    n/a, unknown,          4.01
      62,                64.83,           TIMER, n/a,      -1,     -1,    n/a, unknown,          4.00
      63,                67.39,         UNKNOWN, n/a,     n/a,    n/a,    n/a,     n/a,          2.56
      64,                68.71,         UNKNOWN, n/a,     n/a,    n/a,    n/a,     n/a,          1.32
      65,                69.34,           TIMER, n/a,      -1,     -1,    n/a, unknown,          0.63
      66,                72.76,           TIMER, n/a,      -1,     -1,    n/a, unknown,          3.42
      67,                76.83,           TIMER, n/a,      -1,     -1,    n/a, unknown,          4.07
      68,                80.82,           TIMER, n/a,      -1,     -1,    n/a, unknown,          3.99
      69,                84.82,           TIMER, n/a,      -1,     -1,    n/a, unknown,          4.00
      70,                87.20,         UNKNOWN, n/a,     n/a,    n/a,    n/a,     n/a,          2.38

Wakeups - CPU/Package_1/Die_0/Core_10
Sample #, Continuous Time (ms), Wakeup Category, IRQ, Process, Thread, Source,    Name, Duration (ms)
       1,                 1.33,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          1.33
       2,                 1.54,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.21
       3,                 1.57,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.03
       4,                 1.62,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.05
       5,                 1.64,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.01
       6,                 1.72,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.08
       7,                 1.74,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
       8,                 1.75,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
       9,                 1.78,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.03
      10,                 1.82,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.03
      11,                 1.84,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.03
      12,                 1.88,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.03
      13,                 1.90,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      14,                 1.93,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.03
      15,                 1.95,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      16,                 2.01,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.06
      17,                 2.03,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      18,                 2.07,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.04
      19,                 2.10,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.03
      20,                 2.11,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.01
