Client sent,Wireshark get,Server get,Server reply,Wireshark server reply sent,Client read
1711548698822623996,1711548732627875584,1711548698826346645,1711548698826488992,1711548736627875584,1000
1711548698823792137,1711548744627875584,1711548698827839524,1711548698827843630,1711548747627875584,1711548698824196110
1711548698824201584,1711548754627875584,1711548698829195103,1711548698829199170,1711548757627875584,1000
1711548698825321973,1711548764627875584,1711548698830532185,1711548698830536288,1711548767627875584,1711548698825537133
1711548698825541818,1711548775627875584,1711548698831883789,1711548698831887843,1711548777627875584,1000
1711548698826661101,1711548784627875584,1711548698833231977,1711548698833236188,1711548787627875584,1711548698826890505
1711548698826895186,1711548794627875584,1711548698834576682,1711548698834580745,1711548797627875584,1000
1711548698828014531,1711548805627875584,1711548698835920306,1711548698835924370,1711548807627875584,1711548698828229709
1711548698828234466,1711548815627875584,1711548698837266804,1711548698837270881,1711548817627875584,1000
1711548698829353755,1711548824627875584,1711548698838609841,1711548698838613934,1711548826627875584,1711548698829578898
1711548698829583464,1711548834627875584,1711548698839948216,1711548698839952289,1711548836627875584,1000
1711548698830701848,1711548844627875584,1711548698841291042,1711548698841295088,1711548846627875584,1711548698830929156
1711548698830933890,1711548854627875584,1711548698842633391,1711548698842637460,1711548856627875584,1000
1711548698832052906,1711548864627875584,1711548698843970353,1711548698843974437,1711548866627875584,1711548698832274004
1711548698832278549,1711548874627875584,1711548698845312103,1711548698845316178,1711548876627875584,1000
1711548698833397037,1711548884627875584,1711548698846652524,1711548698846656578,1711548886627875584,1711548698833615321
1711548698833619936,1711548894627875584,1711548698847988671,1711548698847992748,1711548896627875584,1000
1711548698834737969,1711548904627875584,1711548698849331336,1711548698849335429,1711548906627875584,1711548698834966005
1711548698834970950,1711548914627875584,1711548698850667184,1711548698850671275,1711548916627875584,1000
1711548698836090257,1711548924627875584,1711548698851999814,1711548698852003900,1711548926627875584,1711548698836306898
1711548698836311636,1711548934627875584,1711548698853340082,1711548698853344159,1711548936627875584,1000
1711548698837430607,1711548944627875584,1711548698854682030,1711548698854686110,1711548946627875584,1711548698837643237
1711548698837647911,1711548955627875584,1711548698856017376,1711548698856021449,1711548957627875584,1000
1711548698838766868,1711548964627875584,1711548698857358199,1711548698857362276,1711548966627875584,1711548698838989629
1711548698838994427,1711548974627875584,1711548698858699739,1711548698858703773,1711548976627875584,1000
1711548698840113761,1711548984627875584,1711548698860035088,1711548698860039186,1711548986627875584,1711548698840328545
1711548698840333353,1711548994627875584,1711548698861375565,1711548698861379645,1711548996627875584,1000
1711548698841452367,1711549004627875584,1711548698862716615,1711548698862720703,1711549006627875584,1711548698841665364
1711548698841670030,1711549014627875584,1711548698864053415,1711548698864057470,1711549016627875584,1000
1711548698842788830,1711549024627875584,1711548698865394733,1711548698865398838,1711549026627875584,1711548698843010327
1711548698843015207,1711549034627875584,1711548698866730939,1711548698866734949,1711549036627875584,1000
1711548698844134578,1711549044627875584,1711548698868063222,1711548698868067306,1711549046627875584,1711548698844347123
1711548698844351733,1711549054627875584,1711548698869403314,1711548698869407407,1711549056627875584,1000
1711548698845470469,1711549064627875584,1711548698870743889,1711548698870747966,1711549066627875584,1711548698845684325
1711548698845689018,1711549074627875584,1711548698872080419,1711548698872084512,1711549076627875584,1000
1711548698846807724,1711549084627875584,1711548698873420331,1711548698873424383,1711549086627875584,1711548698847028505
1711548698847033365,1711549094627875584,1711548698874761266,1711548698874765343,1711549096627875584,1000
1711548698848152709,1711549104627875584,1711548698876096652,1711548698876100722,1711549106627875584,1711548698848362420
1711548698848367039,1711549114627875584,1711548698877437315,1711548698877441361,1711549116627875584,1000
1711548698849485479,1711549124627875584,1711548698878777007,1711548698878781074,1711549126627875584,1711548698849694755
1711548698849699391,1711549134627875584,1711548698880111973,1711548698880116052,1711549136627875584,1000
1711548698850818043,1711549144627875584,1711548698881452012,1711548698881456062,1711549146627875584,1711548698851038947
1711548698851043970,1711549154627875584,1711548698882788884,1711548698882792914,1711549156627875584,1000
1711548698852163315,1711549164627875584,1711548698884120263,1711548698884124328,1711549166627875584,1711548698852376828
1711548698852381412,1711549175627875584,1711548698885462519,1711548698885466627,1711549177627875584,1000
1711548698853499556,1711549185627875584,1711548698886798328,1711548698886802431,1711549187627875584,1711548698853712318
1711548698853716977,1711549194627875584,1711548698888130139,1711548698888134206,1711549196627875584,1000
1711548698854834953,1711549204627875584,1711548698889469846,1711548698889473909,1711549206627875584,1711548698855056145
1711548698855060975,1711549214627875584,1711548698890810225,1711548698890814284,1711549216627875584,1000
1711548698856180333,1711549224627875584,1711548698892145036,1711548698892149067,1711549226627875584,1711548698856394461
1711548698856399227,1711549234627875584,1711548698893491495,1711548698893495579,1711549236627875584,1000
1711548698857517408,1711549244627875584,1711548698894830612,1711548698894834701,1711549246627875584,1711548698857730274
1711548698857734876,1711549254627875584,1711548698896166681,1711548698896170726,1711549256627875584,1000
1711548698858853312,1711549264627875584,1711548698897489119,1711548698897493199,1711549266627875584,1711548698859074451
